Badanie;Placówka;Cena
GLUKURONID ETYLU MET. LC-MS;Szamotuły, ul. Wroniecka 33;321.0
PAKIET CYTOLOGIA PŁYNNA LBC ORAZ WYKRYWANIE DNA 14 WYSOKOONKOGENNYCH TYPÓW WIRUSA HPV MET. REAL TIME-PCR (GOTÓWKA);Malbork, ul. Dworcowa 15;209.0
IMMUNOGLOBULINA IGG PODKLASA IGG-2 (L93);Warszawa, ul. Górskiego 6;186.0
PEPTYD NATRIURETYCZNY TYPU B (N34);Szczecinek, ul. Myśliwska 12 lok. 2;161.0
ODCHODY KANARKA (E301) - IGE SWOISTE )L91);Łódź, ul. Sierakowskiego 67A;61.0
P/C PRZECIW CANDIDA ALBICANS KLASY IGM;Warszawa, ul. Gagarina 26;228.0
P/C PRZECIW ENA U1-RNP;Gdańsk, ul. Grunwaldzka 60;62.0
EWEROLIMUS;Łódź, ul. Cieszkowskiego 6;242.0
GENETYCZNY PANEL DIAGNOSTYCZNY - IMMUNOLOGIA, METODA NGS (BADANIE Z KONSULTACJĄ);Gostynin, ul. Armii Krajowej 16;3990.0
HIV - WIRUS HIV TEST PRZESIEWOWY (P/C ANTY-HIV 1/2, ANTYGEN P24) (F91);Kłodzko, ul. Kościuszki 15A/17;60.0
RHEV B 6.02 LATEKS (K-220 ) IGE SWOISTE (L91);Katowice, ul. Ściegiennego 49C;61.0
P/C ONKONEURONALNE MOZAIKA ANTYGENÓW (HU,RI,YO, CV-2, PNMA2 (MA2/TA),REKOWERYNA, AMFIFIZYNA, SOX-1, TYTYNA);Legionowo, ul. Jagiellońska 18;321.0
PLAZMINOGEN (G79);Kielce, ul. Kościuszki 25E;125.0
LAKOZAMID;Jarosław, ul. Kraszewskiego 29/1;212.0
PORFIRYNY W ERYTROCYTACH (N41);Przeworsk, ul. Konopnickiej 15;538.0
WYKRYWANIE RNA WIR. HCV METODĄ REAL TIME - PCR, JAKOŚCIOWO (V55);Poddębice, ul. Mickiewicza 16;183.0
CYTOLOGIA CIENKOWARSTWOWA WYKONANA W TECHNOLOGII LBC NA PODŁOŻU SUREPATH;Jastrzebie Zdrój, ul. Ranoszka 23;134.0
TEST TRANSFORMACJI LIMFOCYTÓW (LTT) -CMV ME.T ELISPOT;Lublin, ul. Krańcowa 107 lok 8;611.0
KWAS TRÓJCHLOROOCTOWY W MOCZU (R03);Radomsko, ul. Reymonta 46;221.0
OWOCE MIX 3 (FX9) - IGE SWOISTE (L91);Gdańsk, ul. Grudziądzka 4A/101;74.0
KWAS FOLIOWY (M41);Zgierz, ul. 1 Maja 37;68.0
P/C PRZECIW WIRUSOWI POLIO;Świnoujście, pl. Słowiański 6/3;941.0
ADIPONEKTYNA;Ostrołęka, ul. Piłsudskiego 11;208.0
LIDOKAINA - BADANIE JAKOŚCIOWE W MOCZU (T37);Warszawa, ul. Kowalczyka 1;161.0
PANEL MIKROELEMENTÓW HITECH 4;Szczecinek, ul. Wyszyńskiego 71;814.0
GLIKOL ETYLENOWY (P27);Lublin, ul. Hipoteczna 4;246.0
RASP F 2 ASPERGILLUS FUMIGATUS (M-219 ) IGE SWOISTE (L91);Olsztyn, ul. Janowicza 3i;61.0
BŁONNICA - P/C IGG (S87);Kraków, ul. F. Kniaźnina 1/U5;250.0
TEST TRANSFORMACJI LIMFOCYTÓW (LTT) - EBV MET. ELISPOT;Ziębice, ul. Wąska 15;636.0
RHEV B 5 LATEKS (K-218 ) IGE SWOISTE (L91);Siedlce, ul. Sienkiewicza 11;61.0
KWAS DELTA-AMINOLEWULINOWY (ALA) W DZM (M51);Nowy Sącz, ul. Jana Długosza 32a;233.0
HAV - P/C PRZECIW HAV TOTAL (WZW TYPU A) (V27);Koronowo, ul. Ogrodowa 19;110.0
RARA H 1  ORZECH ZIEMNY (F-422) IGE SWOISTE (L91);Gdańsk, ul. Stryjewskiego 27;77.0
DEETYLOAMIODARON;Płock, ul. Piłsudskiego 35;239.0
IBUPROFEN - BADANIE JAKOŚCIOWE W MOCZU;Rząska, ul. Balicka 49A;161.0
10-OH-KARBAZEPINA;Ostrów Wielkopolski, ul. Wolności 26/1;161.0
DULOKSETYNA;Poznań, ul. Grunwaldzka 6;210.0
CAŁKOWITA TYROKSYNA (T4) (O67);Wrocław, ul. Racławicka 2;37.0
TOXOPLASMA GONDII – TEST POTWIERDZENIA (IIF) IGG + IGA + IGM;Warszawa, ul. Rembielińska 8;313.0
BORELIOZA - P/C IGM (S25);Jabłonna, ul. Zegrzyńska 20 lok 5;63.0
FOSFORAN NIEORGANICZNY W MOCZU (L23);Warszawa, ul. Targowa 70/2;22.0
TIANEPTYNA - BADANIE JAKOŚCIOWE W MOCZU;Białogard, ul. Lindego 26/1;161.0
TRYPSYNA;Poznań, os. Piastowskie 58;242.0
DEHYDROGENAZA MLECZANOWA (LDH) (K33);Swarzędz, ul. Cieszkowskiego 100/102;27.0
WIŚNIA (F242) - IGE SWOISTE (L91);Warszawa, ul. Solec 81B Centrum Handlowe ARKADA;61.0
POTAS (N45);Głogów, ul. Kościuszki 15;18.0
LAMBLIE W KALE (GIARDIA LAMBLIA ANTYGEN)(X13);Chełm, ul. Szymanowskiego 3;50.0
KAWA (F221) - IGE SWOISTE (L91);Piaseczno, ul. Tukanów 10;61.0
KOLENDRA (F317) - IGE SWOISTE (L91);Świebodzin, ul. Łużycka 39;58.0
MONITOROWANIE TERAPII LEKAMI: ANTYPSYCHOTYKI (NEUROLEPTYKI)-2, LC-MS/MS;Płońsk, ul. Żołnierzy Wyklętych 20B lok U7;458.0
P/C PRZECIW NASKÓRKOWEJ MIĘDZYKOMÓRKOWEJ SUBSTANCJI;Kołobrzeg, Unii Lubelskiej 31c/8;124.0
KLOBAZAM;Inowrocław, ul. Szarych Szeregów 23B;210.0
GENETYCZNY PANEL DIAGNOSTYCZNY - CHOROBY METABOLICZNE, METODA NGS (BADANIE Z KONSULTACJĄ);Warszawa, ul. Mołdawska 7;3990.0
CZYNNIK REUMATOIDALNY RF IGM (K21);Warszawa, ul. Poznańska 22;97.0
KORTYZOL – PROFIL DZIENNY W ŚLINIE (5 POMIARÓW);Gniezno, ul. Grzybowo 29/1;443.0
RDER P 2 ROZTOCZE KURZU DOMOWEGO (D-203) IGE SWOISTE (L91);Piaseczno, ul. Tukanów 10;61.0
FOODPROFIL MAX;Kłodzko, ul. Kościuszki 15A/17;1901.0
P/C NEURONALNE (NMDA-R, AMPA-R, GABAB-R, LGI1, CASPR2, DPPX);Załom, ul. Lubczyńska 6;688.75
P/C PRZECIW GLIADYNIE-IGG;Łódź, ul. Felińskiego 7;92.0
NASIONA SŁONECZNIKA (K84) - IGE SWOISTE (L91);Barlinek, ul. Niepodległości 25;57.0
ANTYSTREPTODORNAZA B;Warszawa, ul. Kuflewska 6;62.0
FENOL W MOCZU (METABOLITY BENZENU) (P33);Otwock, ul. Filipowicza 1b;122.0
P/C PRZECIW MIKROSOMOM NERKI I WĄTROBY (LKM-1);Wrocław, ul. Sikorskiego 5A;133.0
FLUOKSETYNA - BADANIE JAKOŚCIOWE W MOCZU;Warszawa, ul. Kopernika 43;138.0
PRZECIWCIAŁA PRZECIW NATYWNEMU DNA (NDNA) MET. IIF (CRITHIDIA LUCILIAE).;Sokołów Małopolski, ul. Rynek 42;69.0
OKSKARBAZEPINA;Wejherowo, ul. Jana III Sobieskiego 281;117.0
TRAWY WCZESNE (GX1) (L91);Bydgoszcz, al. Wojska Polskiego 46;61.0
TOXOPLAZMOZA – MET. WESTERN BLOT (IGG, IGM, OCENA AWIDNOŚCI IGG) – CAŁOŚCIOWA OCENA FAZY ZAKAŻENIA;Jabłonna, ul. Zegrzyńska 20 lok 5;548.0
ESTAZOLAM;Mścice, ul. Rzemieślnicza 4;210.0
RNA WIRUSA SARS-COV-2 (WYMAZ, METODA PCR, COVID) WYNIK W JĘZYKU NIEMIECKIM;Sejny, ul. 1 Maja 4 pok. 3;319.0
KOSTRZEWA ŁĄKOWA (G4) - IGE SWOISTE (L91);Kołobrzeg, ul. Jedności Narodowej 86/88;61.0
TLENEK ETYLENU (K78) - IGE SWOISTE (L91);Nidzica, ul. Traugutta 21;69.0
PAKIET NIEPŁODNOŚĆ ŻEŃSKA - PROTROMBINA (F2), LEIDEN (GEN F5), CFTR (EKSON 2, 3, 10), MTHFR (C.677C>T, C.1298A>C);Dobre Miasto, ul. Grunwaldzka 5;785.0
HBE - ANTYGEN HBE (WZW TYPU B) (V35);Załom, ul. Lubczyńska 6;92.0
OSTEOKALCYNA (N27);Radlin, ul. Rymera 141;145.0
KORTYZOL W ŚLINIE (M31);Wyszków, ul. 3 Maja 45;177.0
BROMAZEPAM;Płock, ul. Jana Pawła II 23C lok 13;239.0
KOBALT W MOCZU (M25);Poznań, ul. Szwajcarska 1A;169.0
P/C PRZECIW FOSFATYDYLOSERYNIE IG M;Płońsk, ul. Wspólna 7;252.0
POSIEW KAŁU (91.831);Pabianice, ul. Kilińskiego 10/12;84.0
RBET V1 PR-10 (T215) IGE SWOISTE (L91);Ciechanów, ul. Ściegiennego 9;68.0
BYLICA POSPOLITA (W6) - IGE SWOISTE (L91);Olsztyn, ul. Janowicza 3i;61.0
POKARMY DZIECIĘCE (FX5) (L91);Lublin, ul. Ceramiczna 1;67.0
PRZECIWCIAŁA PRZECIWKO RECEPTOROWI GABA;Oleśnica, ul. Lwowska 23;160.0
SIERŚĆ PSA (E5) - IGE SWOISTE (L91);Mierzyn, ul. Welecka 1a;61.0
AMPICYLINA(C5) - IGE SWOISTE (L91);Warszawa, ul. Samolotowa 9a;61.0
ILOŚCIOWE OZNACZANIE W MOCZU: BIAŁKO (A07);Lublin, ul. Tumidajskiego 2;13.0
MORFOLOGIA KRWI OBWODOWEJ Z RÓŻNICOWANIEM LEUKOCYTÓW;Wrocław, ul. Hubska 76a;19.0
MIX PLEŚNI (MX1) (L91);Łańcut, ul. Paderewskiego 3D;74.0
CZYNNIK II (G26);Poznań, ul. Krauthofera 22B;252.0
TRZUSTKOWA ELASTAZA 1 W KALE (K83);Łańcut, ul. Paderewskiego 3D;240.0
RAPI M 10, PSZCZOŁA MIODNA (I-217) IGE SWOISTE (L91);Bydgoszcz, ul. Gdańska 80A;61.0
ARSEN (P11);Piła, ul. Orzeszkowej 12A;60.0
CANDIDA - ANTYGEN - METODA SEROLOGICZNA (W17);Warszawa, ul. Modzelewskiego 37;155.0
KWAS RITALINOWY;Bydgoszcz, ul. Żwirki i Wigury 54X lok U 16;210.0
P/C IGG PRZECIWKO TRYPANOSOMA CRUZI (ŚWIDROWIEC AMERYKAŃSKI);Biała Podlaska, ul. Księcia Witolda 21G;177.0
KRAB (F23) - IGE SWOISTE (L91);Gołdap, ul. Słoneczna 9;61.0
P/C PRZECIW ENTAMOEBA HISTOLYTICA W KLASIE IGG;Bydgoszcz, al. Wojska Polskiego 46;433.0
WIRUS CHIKUNGUNYA - PRZECIWCIAŁA IGG;Bielsko-Biała, ul. Kustronia 13;51.0
WYKRYWANIE RNA WIRUSA ODRY (MEV);Grajewo, ul. Wiktorowo 36;626.0
ENTEROWIRUS - P/C IGG (F29);Głogów Małopolski, ul. W. Sławka 2;126.0
PANEL MIKROELEMENTÓW HITECH 3;Poznań, ul. Sczanieckiej 8B lok 101;665.0
P/C PRZECIW GANGLIOZYDOWE MET. IB (GM1, GD1B, GQ1B) W KLASIE IGG;Kraków, os. Na Wzgórzach 1;433.0
P/C PRZECIW TRANSGLUTAMINAZIE TKANKOWEJ W KLASIE IGA (TTG IGA);Tarnobrzeg, ul. Piłsudskiego 5;121.0
P/C PRZECIW PEROKSYDAZIE TARCZYCOWEJ (ATPO) (O09);Gdynia, ul. Filipkowskiego 20A/U3;43.0
P/C PRZECIW ENDOMYSIUM IGG (N79);Borki, ul. Elektrowniana 24;122.0
RHEV B 11 LATEKS (K-224 ) IGE SWOISTE (L91);Gorzów Wielkopolski, ul. Kosynierów Gdyńskich 50F;58.0
HBS - P/C PRZECIW HBS (WZW TYPU B) (V42);Wiślica, ul. Batalionów Chłopskich 64;38.0
P/C PRZECIW NABŁONKOWI KANALIKÓW ŻÓŁCIOWYCH (BDA);Ostrołęka, ul. Piłsudskiego 11;146.0
RBER E 1 ORZECH BRAZYLIJSKI (F-354) IGE SWOISTE (L91);Ełk, ul. Tuwima 20 lok U7;61.0
HSV - WIRUS OPRYSZCZKI TYP 1/2 P/C IGM (F65);Kutno, ul. Sienkiewicza 14;166.0
WYKRYWANIE DNA WIRUSA BK METODĄ REAL TIME-PCR;Polkowice, ul. Hubala 1B;154.0
CIECIERZYCA POSPOLITA (F309) - IGE SWOISTE (L91);Kraków, ul. Piastowska 1B;69.0
WYDZIELNICZA SIGA W KALE;Toruń, ul. Łyskowskiego 8;107.0
CA 72-4 (I49);Nowy Sącz, ul. Jana Długosza 32a;140.0
PRZECIWCIAŁA PRZECIWKO RECEPTOROWI AMPA 1/2;Warszawa, ul. Rzeczypospolitej 20;160.0
P/C PRZECIW ROZPUSZCZALNEMU ANTYGEN. WĄTROBY (SLA/LP) MET. ELISA;Lidzbark, ul. Brzozowa 21;193.0
ASPERGILLUS FUMIGATUS (M3) - IGE SWOISTE (L91);Mrągowo, ul. Os.Mazurskie 33;61.0
TOXOCARA IGG WESTERN BLOT;Płock, ul. Jana Pawła II 23C lok 13;511.0
PRZECIWCIAŁA PRZECIWKO RECEPTOROWI CASPR2;Warszawa, ul. Kondratowicza 18;193.0
PAKIET NIEPŁODNOŚĆ MĘSKA - AZF, CFTR;Modlnica, ul. Jurajska 5;751.0
P/C PRZECIW GAD (P/C P. DEKARBOSYLAZIE KWASU GLUTAMINOWEGO);Rzeszów, ul. Kwiatkowskiego 46A;201.0
WYKRYWANIE DNA WIRUSA HHV6 METODĄ REAL TIME-PCR;Grodzisk Mazowiecki, ul. Żyrardowska 31;140.0
WYKRYWANIE POLIMORFIZMU NS3 Q80K WIRUSA HCV;Sokołów Małopolski, ul. Rynek 42;432.0
EX1 MIESZANKA ALERGENÓW;Gdynia, ul. Powstania Styczniowego 9b;69.0
JAK2 – BADANIE MUTACJI SOMATYCZNYCH W EKSONIE 12 GENU JAK2 (CHOROBA MIELOPROLIFERACYJNA) METODĄ SANGERA;Kołobrzeg, ul. Fredry 2/U4;480.0
PAPRYKA(F218) - IGE SWOISTE (L91);Międzyrzecz, ul. Zachodnia 1B;58.0
PROPAFENON;Kwidzyn, ul. Józefa Piłsudskiego 10;252.0
BRUCELLA P/C IG A (S39);Wołomin, ul. Mickiewicza 12;113.0
RAPI M 1 PSZCZOŁA MIODNA, FOSFOLIPAZA A2 (I-208) IGE SWOISTE (L91);Poznań, ul. Dąbrowskiego 89;61.0
PANEL ALERGENÓW WZIEWNYCH I - 10 ALERGENÓW METODĄ POLYCHECK;Warszawa, ul. Powstańców Śląskich 3A lok. U4;165.0
CZYNNIK REUMATOIDALNY (RF) - ILOŚĆ (K21);Szczecin, ul. Łubinowa 75;39.0
WITAMINA H (BIOTYNA);Warszawa, ul. Włodarzewska 83 lok u6;156.0
ALERGEN SEZAMU SES I 1 - TEST IMMUNOCAP;Białystok, ul. Kolejowa 12B;78.85
MOLIBDEN WE KRWI (N15);Szczecin, ul. Kosynierów 14/U1;321.0
ALFA-2-MAKROGLOBULINA W SUROWICY (M91);Otwock, ul. Batorego 44;96.0
PANEL BADAŃ PRZESIEWOWYCH W KIERUNKU PREDYSPOZYCJI - RAK TRZUSTKI - ANALIZA 17 GENÓW, METODA NGS;Toruń, ul. Trzcinowa 29;2900.0
PENICYLINA G (C-1) - IGE SWOISTE (L91);Łódź, ul. Paderewskiego 6;135.0
RYBAWIRYNA;Rybnik, ul. Korfantego 6;478.0
PANEL REKOMBINANTY JADY OWADÓW;Warszawa, ul. Samolotowa 9a;244.15
EFEDRYNA - BADANIE JAKOŚCIOWE W MOCZU;Płock, ul. Piłsudskiego 35;183.0
ALKOHOL ETYLOWY MET. GC-MS;Toruń, ul. Trzcinowa 29;336.0
MIESZANKA PIOR (EX71) - IGE SWOISTE (L91);Staszów, ul. Krakowska 49;69.0
P/C PRZECIW WIRUSOWI ZIKA (ZIKV) IGG;Gryfice, ul. Pocztowa 6;124.0
RHEV B 1 LATEKS (K-215) IGE SWOISTE (L91);Wrocław, ul. Zwycięska 21;61.0
P/C PRZECIW B2 -GLIKOPROTEINIE-1 IGG;Głogów, ul. Gwiaździsta 19;229.0
MAGNEZ W SUROWICY (M87);Zduńska Wola, ul. Szadkowska 27D;22.0
MUCHA KOŃSKA (I204) - IGE SWOISTE (L91);Koszalin, ul. Spasowskiego 1D;69.0
GRYPA B - P/C IGM (F81);Szczecin, ul. Łukasińskiego 38B/9;114.0
ANTYGEN KARCINOEMBRIONALNY (CEA) (I53);Poznań, ul. Grunwaldzka 6;66.0
BARANINA (F88) - IGE SWOISTE (L91);Gdańsk, ul. Świętokrzyska 25;62.0
NIKIEL WE KRWI (P69);Szczecinek, ul. Myśliwska 12 lok. 2;169.0
P/C PRZECIW INSULINOWE (IAA) (N87);Warszawa, ul. Puławska 52;347.0
PIÓRA GOŁĘBIA (E215) - IGE SWOISTE (L91);Garwolin, ul. Targowa 6 lok 8;61.0
CZAS TROMBINOWY (TT) W OSOCZU (G25);Radomsko, ul. Reymonta 46;21.0
WYKRYWANIE DNA ESCHERICHIA COLI METODĄ REAL TIME - PCR, JAKOŚCIOWO;Warszawa, ul. Kasprzaka 17;134.0
PARAGRYPA - P/C IGG;Gorzów Wielkopolski, ul. Szarych Szeregów 38/1;169.0
PANEL BADAŃ PRZESIEWOWYCH W KIERUNKU PREDYSPOZYCJI - RAKA ŻOŁĄDKA I JELITA GRUBEGO - ANALIZA 20 GENÓW, METODA NGS;Grudziądz, ul. Mieszka I 1;2900.0
AMYLAZA TRZUSTKOWA W SUROWICY (I27);Rybnik, ul. Górnośląska 140;27.0
BIZMUT W MOCZU;Janki, al. Krakowska 38;176.0
MAGNEZ WE KRWI (M87);Mrągowo, ul. Królewiecka 28/1;93.0
TEST TRANSFORMACJI LIMFOCYTÓW (LTT) - HSV 1/2 MET. ELISPOT;Toruń, ul. Łyskowskiego 8;636.0
CYTRYNIANY W DZM;Ostróda, ul. Grunwaldzka 2/27;147.0
CYNODON PALCZASTY (TRAWA) (G2) - IGE SWOISTE (L91);Łódź, ul. Turoszowska 4a;61.0
MIEDŹ W SUROWICY (G68);Bydgoszcz, ul. Żwirki i Wigury 54X lok U 16;83.0
RVES V 1  OSA POSPOLITA , FOSFOLIPAZA A1 (I-211) IGE SWOISTE (L91);Łódź, ul. Niciarniana 49;61.0
P/C PRZECIW FOSFATYDYLOSERYNIE IG M, IGG;Tarnobrzeg, ul. Mickiewicza 34;383.0
RASP F 3 ASPERGILLUS FUMIGATUS (M-220) IGE SWOISTE (L91);Nowy Sącz, ul. Długosza 9;63.0
IMBIR (F270) - IGE SWOISTE (L91);Lubin, ul. Bema 5-6;69.0
DIHYDROTESTOSTERON (DHT) (K55);Rzeszów, ul. Witolda 6c;98.0
SOJA (F14) - IGE SWOISTE (L91);Gdańsk, ul. Subisława 27C/5;62.0
SZPINAK (F-214) - IGE SWOISTE (L91);Brzeziny, ul. Przedwiośnie 2e;61.0
GLUKURONIAN 3 ALFA ANDROSTANEDIOLU (3-ALFA-DIOL-G, ADG);Sosnowiec, ul. Jagiellońska 6A;145.0
MNOGA GRUCZOLAKOWATOŚĆ WEWNĄTRZWYDZIELNICZA TYP 1 (MEN 1) ANALIZA GEN MEN1, METODA NGS;Katowice, ul. Panewnicka 65;2900.0
PRODUKCJA ENERGII (CYKL KWASU CYTRYNOWEGO);Wiślica, ul. Batalionów Chłopskich 64;916.0
KOCI PAZUR- P/C IGM (BARTONELLA HENSELAE);Elbląg, ul. 3 maja 12-14;188.0
S-METYLOTRANSFERAZA TIOPURYNY;Poznań, ul. Katowicka 89A/101;177.0
MIESZANKA ORZECHÓW (FX22) - IGE SWOISTE (L91);Polkowice, ul. Hubala 1B;69.0
RPOL D 5  (I-210) IGE SWOISTE (L91);Sieradz, ul. Jana Pawła II 3;61.0
N-DEMETYLOCITALOPRAM;Chojnice, ul. Obrońców Chojnic 3;210.0
WOLNA PODJEDNOSTKA B-HCG (L46);Warszawa, ul. Targowa 70/2;129.0
P/C ANTYKARDIOLIPINOWE KLASY IGA (N89);Warszawa, ul. Puławska 52;89.0
BĄBLOWICA (ECHINOCOCCUS) - P/C MET. ELISA (X05);Zabrze, ul. Jana III Sobieskiego 51;146.0
PNEUMOCYSTIS JIROVECI (CARINII) - P/C IGM, IGG MET. IIF;Działdowo, ul. Leśna 3 lok. U3;228.0
AMINOTRANSFERAZA ASPARAGINIANOWA (AST) (I19);Połczyn-Zdrój, ul. Zdrojowa 6;12.0
NSUS A ŚWINIA, ALBUMINA W SUROWICY (E-222) IGE SWOISTE (L91);Płock, ul. Kolegialna 43A;68.0
WYKRYWANIE DNA CRYPTOSPORIDIUM PARVUM METODĄ REAL TIME-PCR;Jędrzejów, ul. Daszyńskiego 3;593.0
P/C ANA-ENA PANEL SKRINING (O21);Mława, ul. Płocka 58;138.0
P/C PRZECIW MIELOPEROKSYDAZIE (P-ANCA, MPO) (N69);Nowy Dwór Mazowiecki, ul. Wojska Polskiego 45a/48;65.0
WCZESNE WYKRYCIE ENDOMETRIOZY - TEST ENDOMKIT;Warszawa, ul. Kopernika 43;549.1
JOD W SUROWICY (M07);Zduńska Wola, ul. Szadkowska 27D;334.0
WARZYWA MIX 1 (FX13) - IGE SWOISTE (L91);Rydułtowy, ul. Bema 5a;63.0
FOSFOR NIEORGANICZNY W SUROWICY (L23);Warszawa, ul. Zawiszy 14;25.0
BRCA1, BRCA2 – BADANIE 14 NAJCZĘSTSZYCH MUTACJI W GENIE BRCA1 ORAZ NAJCZĘSTSZEJ MUTACJI (C.617DEL) GENU BRCA2 WYSTĘPUJĄCYCH W POPULACJI POLSKIEJ METODĄ SEKWENCJONOWANIA SANGERA.;Radomsko, ul. Reymonta 46;590.0
RDER P 23 ROZTOCZE KURZU DOMOWEGO,( D209) IGE SWOISTE (L91);Szczecin, ul. Milczańska 7K;61.0
WIRUS ZAPALENIA WĄTROBY TYPU G RNA;Ruda Śląska, ul. Radoszowska 164;827.0
MAK (F224) - IGE SWOISTE (L91);Łódź, ul. Wysoka 10/14;61.0
PESTKI DYNI (F226) - IGE SWOISTE (L91);Lipno, ul. 3 Maja 1F;78.0
ADENOWIRUS - P/C PRZECIW ADENOWIRUSOM IGG W SUROWICY (F05);Kraków, os. Szkolne 9;93.0
ANALIZA MUTACJI/DELECJI GENU IKZF1 (IKAROS) METODĄ MLPA;Toruń, ul. Watzenrodego 15A;950.0
BLOMIA TROPICALIS (D201) - IGE SWOISTE (L91);Opole, ul. Ozimska 19;67.0
WINOGRONA(F259) - IGE SWOISTE (L91);Kraków, os. Na Wzgórzach 1;61.0
FOODPROFIL 44 IGG;Warszawa, al. Komisji Edukacji Narodowej 98;501.0
JAD OSY (I3) - IGE SWOISTE (L91);Biała Podlaska, ul. Księcia Witolda 21G;63.0
BIAŁKO C-REAKTYWNE (CRP) - ILOŚCIOWE (I81);Szczecin, ul. Krzemienna 42B;27.0
IMMUNOGLOBULINA IGA PODKLASY IGA1 I IGA2;Toruń, ul. Szosa Lubicka 11;170.0
CHLAMYDIA PNEUMONIAE - P/C IGG (S67);Sieradz, ul. Jana Pawła II 3;101.0
P/C PRZECIW WYSPOM TRZUSTKOWYM (N99);Krosno, ul. Św. Wojciecha 22B;218.0
GLUTEN (F79) - IGE SWOISTE (L91);Białogard, ul. Mickiewicza 6b;61.0
ENTEROWIRUS - P/C IGA;Szczecin, ul. Bolesława Śmiałego 33;160.0
FOODPROFIL 268 IGG4;Łomża, ul. Sybiraków 10B;1739.0
MONITOROWANIE TERAPII LEKAMI: LEKI PRZECIWPADACZKOWE-2;Radom, ul. Sempołowskiej 1C;524.0
HEMOGLOBINA GLIKOWANA (HBA1C) METODĄ HPLC (L55);Ostróda, ul. Grunwaldzka 2/27;72.0
WITAMINA B5 (KWAS PANTOTENOWY);Zduńska Wola, ul. Szadkowska 27D;278.0
MIESZANKA CYTRUSÓW (FX92) - IGE SWOISTE (L91);Mielec, ul. Pisarka 3A/3;69.0
TOMKA WONNA (G1) - IGE SWOISTE (L91);Rzeszów, ul. Lubelska 13;63.0
RARA H 9 LTP ORZECH ZIEMNY (F-427) IGE SWOISTE (L91);Parczew, ul. Kościelna 19A;63.0
CHRZAN (FF253) - IGE SWOISTE (L91);Wrocław, ul. Św. Wincentego 35;60.0
GENETYCZNY PANEL DIAGNOSTYCZNY - NIEPŁODNOŚĆ, METODA NGS;Szczecin, ul. Staromłyńska 21/26;3400.0
UNIWERSALNY PANEL BADAŃ PRZESIEWOWYCH PREDYSPOZYCJI DO ROZWOJU NOWOTWORÓW - ANALIZA 105 GENÓW, METODA NGS;Warszawa, ul. Kopernika 43;2900.0
YERSINIA - P/C IGA (U89);Gniezno, ul. Staszica 12;110.0
SSB (LA);Kraków, ul. F. Kniaźnina 1/U5;103.0
KORTYZOL W MOCZU ZE ZBIÓRKI DOBOWEJ (M31);Lublin, ul. Tumidajskiego 2;61.0
FTO – BADANIA POLIMORFIZMU RS9939609 W GENIE FTO (PODATNOŚCI NA OTYŁOŚĆ) METODĄ SEKWENCJONOWANIA SANGERA;Gdańsk, ul. Angielska Grobla 35 lok 48;332.5
TEST IMMUNOBLOT (ANA/ENA BLOT);Warszawa, ul. Kaliny Jędrusik 9 lok. U5;198.0
PANEL NEUROPRZEKAŹNIKÓW PODSTAWOWY;Pułtusk, ul. Świętojańska 4;483.0
ŻYTO/PYŁKI (G12) - IGE SWOISTE (L91);Kołobrzeg, ul. Ratuszowa 3;61.0
CHOLESTEROL HDL W SUROWICY (K01);Radom, ul. Reja 28;19.0
ORGANIX GASTRO POŚREDNI TEST DYSBIOZY;Gdańsk, ul. Subisława 27C/5;412.0
CUKRZYCA TYPU MODY - ANALIZA SEKWENCJI GENÓW: GCK, HNF1A, HNF4A, HNF1B, INS, METODA NGS;Koluszki, ul. Sikorskiego 12;2900.0
KWAS WALPROINOWY (T59);Wałbrzych, ul. Kusocińskiego 15;78.0
BORELIOZA - P/C IGG MET. WESTERN-BLOT (S23);Mława, ul. Dobrskiej 8;195.0
ORZECH NERKOWCA (F202) - IGE SWOISTE (L91);Węgorzewo, ul. Armii Krajowej 3a;60.0
PANEL BADAŃ PRZESIEWOWYCH W KIERUNKU PREDYSPOZYCJI -  DZIEDZICZNY GUZ CHROMOCHŁONNY (PARAGANGLIOMA/PHEOCHROMOCYTOMA) - ANALIZA 6 GENÓW, METODA NGS;Radomsko, ul. Reymonta 46;2900.0
WYKRYWANIE OBECNOŚCI WARIANTU PATOGENNEGO C.*97G>A (C.20210G>A) W GENIE CZYNNIKA II KRZEPNIĘCIA KRWI (GEN PROTROMBINY, F2) METODĄ REAL-TIME PCR;Rzeszów, ul. Strzelnicza 12E/1;257.0
MIESZANKA DRZEW (TX1) - IGE SWOISTE (L91);Gdańsk, ul. Angielska Grobla 35 lok 48;69.0
RPLA L 1 BABKA LANCETOWATA (W-234) IGE SWOISTE (L91);Olsztyn, ul. Wojska Polskiego 74;61.0
PANEL PRE-DNA BADANIE PREKONCEPCYJNE  300 CHORÓB, METODA NGS (BADANIE Z KONSULTACJĄ);Tczew, ul. 30 Stycznia 57/58;3515.0
RUBELLA (RÓŻYCZKA) - P/C IGG (V21);Poznań, os. Piastowskie 58;63.0
LATEX (K82) - IGE SWOISTE (L91);Ostrów Mazowiecka, ul. Lubiejewska 10/3;61.0
ROZPUSZCZALNY RECEPTOR TRANSFERYNY STFR (O28);Zielona Góra, ul. Bohaterów Westerplatte 39;185.0
